srn,nsite_id,facility_name
N5052,-4295277944544695904,Precision Concepts (N5052)
N5835,-3830236287140558636,PRECISION PREP & FINESSE (N5835)
A6436,-2075693106074398780,RPI DESIGNS (A6436)
,-1783311771279140515,"Ruggles Farms, LLC"
,1529822229611863552,Scotts' Hyponex
,-2656001835590902061,"SDRK, Inc. (SM Lapeer)"
,-2308178314398404636,Sears Appliance Department
,-6428489553488021236,SUN EXPLORATION & PRODUCTION COMPANY
,-805363963015605523,T & K FIBERGLASS PRODUCTS COMPANY
,-8840576363451525514,Testing Services Group
N5732,-4363117827166591767,Thumb Electric Cooperative (N5732)
B5462,-3053644672410861975,Tuscola Energy - Richfield Gas Plant (B5462)
B7394,-4815253110919843053,"Tuscola Energy, Inc. (B7394)"
,-7651692850768481516,SANDUSKY IGA
,-4711994760657461464,"CARL M SCHULTZ, INC"
N2125,-4098172502077485236,MIDWEST RUBBER CO (N2125)
,-2767731507597635577,Eastgate Cleaners
N8234,-295530790243497176,MRP Properties LLC (N8234)
B7123,795326277372421451,"ASCO, L.P.  (B7123)"
,2311429286909275168,SANILAC COUNTY RECYCLING CTR
N6550,6814424109137148131,NUMATICS (N6550)
,8360711211206172005,Sanilac County
A6445,9057988474061112381,"Vibracoustic USA, Inc. (A6445)"
,-6413449072014596578,South Sanilac Veterinary Hospital
,-5620201621761563438,Vogelsberg Grain Company
B7325,1089839755401849304,IMC Agribusiness (B7325)
,1876456568253793800,CHARTRAND & SHORT ASSOCIATION
M3604,1949440121129044254,Medilodge of Yale (M3604)
,4385454554994926397,"Unknown in Yale, MI"
,7272714686051071994,"YALE CONCRETE & MASONRY SUPPLIES, INC"
,-9162393166899925202,SOHIGRO SERVICE COMPANY
B4991,-7025153778679906853,J & J Farm Service Inc. (B4991)
P0311,-6877180956069977397,Michigan Agricultural Commodities-Brown City (P0311)
N2992,3222672544744229328,A G DAVIS GAGE & ENGINEERING CO (N2992)
,5045839689387908544,A.G. Davis Gage & Engineering Co.
N1521,5782655420530457411,"Bluebird Enterprises, Inc. (N1521)"
,-4954928963281026176,Fraser Manufacturing
,-2750764431365884345,Lexington Village Offices
,-948304259201572495,"RPI, INC"
,2429960131382635976,Lexington Township
A6455,7081643437819339767,Huron Inc. (A6455)
,7539626026789802033,Former Cottage
N7288,-7338931032001303138,"Weber Sand and Gravel, Inc. - Cedar Rapids (N7288)"
P1206,-6055733690433902348,"Zwemmer Roto-Z RNG, LLC (P1206)"
,4629095498173813619,"WRUBLE ELEVATORS, INC"
,8370848469381224257,"SNOVER CO-OPERATIVE ELEVATOR CO, INC"
N1656,-7713725098521269404,Albrecht Sand and Gravel (N1656)
P1176,-3885781271212964003,Albrecht Sand and Gravel Co (P1176)
,-5829972241507598467,SOHIGRO SERVICE COMPANY
,6753751252766348430,"TERRA INTERNATIONAL, INC"
N6385,688505711855173804,"AMC-Mid Michigan Materials, LLC (N6385)"
N3610,-8471208416540859619,Ametek Measurement & Calibration Technologies (N3610)
B6481,-388850801016715236,ANR Pipeline Company - Capac Compressor Station  (B6481)
P0695,-6633769141856603308,"Astec Asphalt, Inc. (P0695)"
P1290,-4761618935137635588,AUTO CARE CENTER OF PORT SANILAC (P1290)
,6200411248440209932,BERGER & SONS CONSTRUCTION COMPANY
N2805,1959201546455066825,BODY SYSTEMS INC (N2805)
M3423,553940048389229819,CapacFarmers Elevator Co (M3423)
,443717436870049448,"CHAMPAGNE-WEBBER, INC"
,2609586427450432166,City of Croswell
,6389879768888080357,City of Croswell
,4795052096769804815,CJ Auto
N5545,-8553103427966227858,Croswell Light and Power Department (N5545)
,-4366679599486930448,Deluur Dairy 2
,8479345581428379627,Don's Garage
B6145,-7037924001833388535,DTE Electric Company - Greenwood Energy Center (B6145)
,-2242826099189824833,GEIGER VETERINARIAN CLINIC
P1192,-4112662778355878154,"Goma RNG, LLC (P1192)"
N3419,8443535858329685203,"Jay and Kay Manufacturing, Inc. (N3419)"
P0520,2892121264755482551,JLJ Parr Farms LLC (P0520)
P0463,7222166498785142648,Knust Farms - Mortimer Line Road (P0463)
N2591,6067567909123302678,LADD PETROLEUM - HAGGERTY CONWAY 1-33 (N2591)
N2336,5473318802588013028,Material Control (N2336)
,617604457048410480,Methane Gas Leak in Burtchville Township
B2876,-958412392609113459,"Michigan Sugar Company, Croswell Factory (B2876)"
,8583564446829584955,Natures Best Top Soil Compost
N2501,-3785927595176480493,"Paramount Industries, Inc. (N2501)"
,5932205887773269576,Residence
N7711,-625279045549230312,RGE AGGREGATES (N7711)
,3585807114012775401,Safety Engineering Labs
,-4432906416668895718,SAINT CLAIR COUNTY ROAD COMMISSION
,8324612751345848465,SAINT CLAIR COUNTY ROAD COMMISSION
N6007,1434370009735331476,Tri-City Landfill (N6007)
,-6293570324397901023,"TUBBS BROTHERS, INC"
,-5870584964557178630,UNKNOWN
,-6893520276678746743,"NORTHGATE FORD, INC"
N4013,-6613430547567023559,Moran Chevrolet (N4013)
,-4086608576160774507,C. Jerry Markets
P0406,-2512530447199079604,C. JERRY MARKETS (P0406)
N8110,-67363426778002089,"LOWE'S HOME CENTERS, INC. (N8110)"
,3489256861072891486,"STAR OIL COMPANY, INC"
,4973247009030481529,St. Clair County Juvenile Detention Center
N3628,6801118287408540301,Blue Water Chrysler-Plymouth-Dodge (N3628)
,-5990311586504984486,McDonalds
,-5440951105491520494,EMRO MARKETING COMPANY
,2653800794171537521,"Troy Dry Cleaners, Inc."
A6218,-6339143356565754596,"Dunn Paper, Inc. (A6218)"
,-3412388267062534265,MDOT Construction Projects
,5210812733472937266,City of Port Huron - Pump Station
N6620,2244970055734065583,Great Lakes Water Authority - Lake Huron Plant (N6620)
,-5969778286483944705,UNKNOWN
,-9135889376768111716,SAINT SIMON PARISH
N1988,-8626952654701376223,Carrom Company (N1988)
,-8269075981749836742,GIANT SUPERMARKETS
B5247,-7236264125367064058,Brill Company (B5247)
A3934,-6417457170018435925,Great Lakes Castings LLC (A3934)
M3797,-3689462079559353429,Ludington Wastewater Plant (M3797)
,-1893923345750207129,Building
,-1699595419855181457,"GREAT LAKES CASTINGS, LLC"
,2610156608563530457,"BAYWOOD, INC"
N3145,4981534294838781045,Floracraft Corporation (N3145)
,8291672331283884334,"MORRISON-KNUDSEN COMPANY, INC & STRABAG BAU-AG"
,8681761863215116437,LUDINGOTN AREA SCHOOL DISTRICT
B5235,8713128707179194702,STRAITS STEEL & WIRE (B5235)
N6587,9202021918844980535,Kaines West Michigan (N6587)
P0527,-8251645619605928833,City of Hart Wastewater Treatment Plant (P0527)
P0828,-6281678880476853273,Wadel Stabilization (P0828)
N7541,-6059162513254055350,High Grade Concrete Products (N7541)
,-4896128443084412383,Michigan Freeze Pack
,-4213994588361827771,Lineage Logistics
N5518,-1027717888922081315,GHSP HART PLASTICS (N5518)
,880444583747716265,Road Construction/City of Hart
,2733047942618624010,Stroage Unit
B6467,3402919304576704454,Gray and Company (B6467)
P1413,6187558658644417318,LINEAGE LOGISTICS (P1413)
N6310,7198355509536304067,NORTHLAND CASTINGS CORP (N6310)
P0335,8686016959055411156,INDIAN SUMMER CO-OP INC (P0335)
N7367,-4907988580703174489,ASI ENVIRONMENTAL TECHNOLOGIES (N7367)
N2951,1303252664250053861,Emro Marketing-Speedway #6262 (N2951)
,2853800395998829888,SCOTTSVILLE CONCRETE PRODUCTS
,3856798354811281045,BORDEN CHEMICAL
N6017,6887560067799265028,Scottville Power Plant (N6017)
N6027,9010343017576672407,MASON COUNTY LANDFILL (N6027)
B5243,-8188263600286747168,Harsco Rail (B5243)
,-7045057341828264728,Lakeshore Cleaners
B7671,-5898070959103531833,SLAGGERT OIL CO INC (B7671)
P0823,-5766713922725697351,Dusty's Auto Body & Detail (P0823)
N1894,8510495650757960496,WESTGATE OIL CO (N1894)
N1969,-3858066270760580534,Whitehall Industries (N1969)
N4975,-2580933857298741239,Michigan Power Limited Partnership (N4975)
B1846,-377174455781010404,Occidental Chemical Corporation (B1846)
N5384,1799319763198674996,PROACT SERVICES CORP (N5384)
N2065,-6031581977996518987,COMPONENT SERVICES (N2065)
A3939,3637116096976344081,Metalworks Inc. (A3939)
B1851,5783067753017336171,"Rieth Riley Construction Company, Inc. (B1851)"
N2476,6123475500924793205,"MET, INC. (N2476)"
N2024,-6361223570950672006,Ludington Concrete Products (N2024)
P1354,-3409210914359152496,"Benzie Area Crematory, Inc. (P1354)"
,-2248312479324065,"Jack Pine Farms, LLC-Walkerville-CAFO"
P1666,5816867618277646025,Jack Pine Nursery 2 (P1666)
N7681,688826148461698141,VALLEY VIEW PORK (N7681)
N7674,1671783482342729658,VALLEY VIEW PORK (N7674)
N7474,-4923066935096199937,VALLEY VIEW PORK (N7474)
N7475,6567948882653392914,VALLEY VIEW PORK (N7475)
A3933,-3665570734939741641,Harbison Walker Refractories Co. (A3933)
N2313,3681135797285263045,Towns Brothers Construction (N2313)
,-7908399722170532228,1177 N Dunbar Road
,5204193367917381254,"Babinec Auto Parts, Inc."
B1961,3396203742675125652,Barber Steel Foundry Corporation (B1961)
P1257,-6166465116544296730,BENZIE AREA CREMATORY INC (P1257)
,-5471754846799093858,Building
A5711,7427298205144601540,"Burnette Foods, Inc (A5711)"
N1743,-1332202181620916219,Cal-Chlor Corporation (N1743)
,2358727099157999804,Charles Carr Farm
P0068,6295656324621586781,Consumers Energy-Ludington Pumped Storage Facility (P0068)
P0019,451590210706257636,County of Oceana (P0019)
,-6358893214752142115,Former Stix Bar
N8156,3060764128930945299,FRANK ADAMS (N8156)
,5167834210653626439,Grice’s Hometown Properties
N5837,-487413564297016390,HAWORTH INC (N5837)
,8873890943766195607,HESPERIA ELEMENTARY HIGH SCHOOL
N2096,214821665134434444,"HOUND RESOURCE, LLC - CLAYBANKS 2 FACILITY (N2096)"
P1667,8764166551353099926,Jack Pine Nursery 3 (P1667)
P1668,-1613764762850659860,Jack Pine Nursery 4 (P1668)
G5552,-470665403828543636,LAKESHORE COMMUNITY HOSPITAL (G5552)
N8141,-8607876441464849844,"LOWE'S HOME CENTERS, INC (N8141)"
P0059,-812727417448034793,Mediatechnologies LLC (P0059)
A5712,6015349314301838119,Oceana Foods (A5712)
,-4301154402408420771,Oceana Golf Club
N7544,-8925611231887469444,OHH PORK LLC (N7544)
B6648,-1541987734147751871,OMANS CONTRACTING INC (B6648)
N7825,-2931580649681660786,Omimex - Victory 32 Facility (N7825)
N7473,-9143891747722379663,OOMEN BROTHERS (N7473)
N7776,-5347148756701984257,OOMEN FARMS LTD (N7776)
,-6873620979527676223,OTR Hauling
N3286,-8355288718354519976,"Pentwater Wire Products, Inc. (N3286)"
,6812976701964169433,Peterson Farms
,-6754342936708000185,Private Resident
,-2383591142760831538,Residence
,-3077731172204244488,Residence
,7051299810549206171,Residence
N5449,5636733576912244776,Sweetwater Forest Products (N5449)
,6497864066836597864,That Finishing Touch
,6262931450842057185,Unknown
N7675,7306682598069920424,VALLEY VIEW PORK (N7675)
N7680,7434292148762906245,VALLEY VIEW PORK (N7680)
P0822,7504873481273777490,Whitehall Industries (P0822)
,8081309930510269314,Zwagerman Farms Cropping LLC
B1934,-7757235829300396683,O J BRIGGS LUMBER CO (B1934)
,-5691765170170401338,BIRD'S SUPERMARKET
N7126,-5419659424658284712,Newaygo County Animal Shelter (N7126)
N8272,581387149409009913,Bentek Incorporated (N8272)
B5777,6991270616038865120,"HarbisonWalker International, Inc. (B5777)"
B3721,-8369041980272013439,ANR Pipeline - Reed City Compressor Station (B3721)
N5576,-3547996431384637079,ANR Pipeline Co. - Goodwell Compressor Station (N5576)
N7658,2854200381018821818,ASI ENVIRONMENTAL TECHOLOGIES (N7658)
N5376,6512808115338966814,AUSTIN TUBE PRODUCTS INC (N5376)
N2322,3484846402571432238,Babb Ford (N2322)
N6529,4098309846591973017,CITIZENS GAS AND COKE UTILITY (N6529)
,3594478771960847693,Fair Salvage Company
N7489,4306167029787818313,FOY HEFFRON (N7489)
N6869,7789898932693317759,Granger sand & Gravel (N6869)
N1836,-8158617992801610209,H L Brown Operating - Reed City CPF (N1836)
,-2417487804595807103,HLQ Auto Body Repair
,8636743366811951659,JC Metal Fabrication Inc.
,6638586504070803320,John Lyons
P1464,2071343070406391235,JP Farm Services (P1464)
,4690310105986776343,Kelly & Rebecca Warren
N8254,4977083456476486978,Lake County Sheriffs Office (N8254)
N8143,9119978568226921844,"LOWE'S HOME CENTERS, INC (N8143)"
,8548809023622967487,Margie Thompson
,8514127134312572552,Mark Tuttle
P0045,-7089604211397427770,MDNRE RRD Cadillac Dist (P0045)
M4163,-1819687623308035829,Miller Energy - Richmond CTB (M4163)
,-2309842935138555451,"Miller, Scott"
B7685,-5496277314820689895,OSCEOLA REFINERY MDEQ-REMEDIATION DIVISION (B7685)
N5287,-7476073946438486317,OTTAWA AGGREGATES INC (N5287)
N7449,8390139107787673407,PACKING MATERIAL COMPANY (N7449)
,-9205931177935168463,Paris Rail to Trail Source
N5631,-5201547936765612648,"Peacock Industries, Inc. (N5631)"
,5708758444685444563,Pioneer Group
,1948037089605562436,Property
,-6570495025021865409,Reita's Restauant
,7527056758854049051,Residential
N3591,-2263426305677945475,RICHMOND SANITARY LANDFILL INC II (N3591)
P0744,8706616800735137947,Russell's Body Shop (P0744)
,-1013752246277762302,Shady Tree Lawn Care
,-4507700884484092678,Stealthcraft Boats
P1202,2874717982898253582,"Stealthcraft Boats, LLC (P1202)"
,8616756539209974576,Steig Trucking
,-7941048871409002616,Structures
,1076369850541735584,Subject Building
,256550471194445294,Sunrise Haven
,-4342658147939420602,Thorn Creek Lumber
N2302,-3855776173204437387,TUBELITE INC (N2302)
,-3454959856629077370,Vacant Property
N7993,5997522994288232319,WASH KING LAUNDRY (N7993)
N6497,3195982684080216752,WEBBER TOWNSHIP (N6497)
,5101519820505019419,Webber Township Fire Dept.
,-7928639263929309659,"Wickens, Jeremy"
,3584576173955724433,Wilson's Meat Processing
,7186940473161273103,"Yoder, Wilmer"
N3046,-69749980037998993,Yoplait USA (N3046)
,-6181282458414512285,Gary Arnold Barn
N0849,-1617009780087960896,Leprino Foods (N0849)
,-537464436776932576,BOARD OF EDUCATION - CHIPPEWA HILL SCHOOL DISTRICT
N8321,-391462268164708163,GINGRICH TIRE CENTER (N8321)
,206964498638484665,Resident
,1615925520798965694,"COUNTRYMARK, INC"
,-8836958985697839254,Unknown
,-7920339438539013505,UNKNOWN
,-7333876510263227663,Tim Handy outdoor wood boiler
N7149,-6800994959858015394,Ice Mountain (N7149)
,5060206489488538303,UNKNOWN
,-8252437499051785170,Commercial Building
,105644308005444162,Residence - Ann Thorne
,3503188925621026372,UNKNOWN
,5618095027934956324,MECOSTA
P0511,8270805887515104049,"VILLAGE PANTRY, LLC (P0511)"
N7846,-2671681980932402976,Admiral Petroleum (N7846)
N5085,-3281456716723731110,"Advanced Fibermolding, Inc. (N5085)"
N5101,-2859854817259105936,"AGCO, Inc (N5101)"
N6582,-6032706843556146684,Agri Blast Services (N6582)
N3121,-7102837377021047301,ALU-FAB Corporation (N3121)
N5150,833318377003104328,Amoco Oil Company  Station 0027 (N5150)
B7220,484790131825287285,ANR Pipeline Co -  Woolfolk Compressor Station (B7220)
,3238507458020013372,BIG RAPIDS COMMUNITY HOSPITAL
N5786,4838927389407004753,BIG RAPIDS COMPONENTS  WOOD PLANT (N5786)
N3362,154709500402489285,BIG RAPIDS PRODUCTS INC (N3362)
N1243,-6766480688383414593,Big Rapids Products Inc. (N1243)
N7792,3067664529087252250,BLARNEY CASTLE OIL CO EZ MART SITE (N7792)
N8314,-6893703486384234970,BLARNEY CASTLE OIL COMPANY (N8314)
,-2321922122120331860,Building
N2954,-6269832425239535512,Cargill Salt - Hersey (N2954)
,-2417632355997804161,Chippewa Lakes Community Building
P0735,5020062406988072531,CIMAREX ENERGY (Oehrli 1-30) (P0735)
,-1201107368412214682,Corner of 19 Mile Rd and 57th Avenue
,-3364241054526637169,Dean's Excavating
,5849634342401488213,"DIBBLE STORES, INC"
,-4310764199292703025,Federal Screw Works
,4039791113424876431,Federated Oil - Smith A4-34 CPF
K2155,-37774178839568065,FERRIS STATE UNIVERSITY (K2155)
N3220,1908119877955881494,"Fluid Routing Solutions, Inc. (N3220)"
B4347,-7300903844980799837,Gaamble's Redi-Mix (B4347)
,-8622555720274172603,Gary Wyse
,-7671194730718052457,GIANT SUPERMARKETS
N6868,-3204924263349919557,Granger sand & Gravel (N6868)
,6352144250684471248,H and H Wildlife Fur Dressing Inc.
N2831,-6568673937606675997,HANCHETT MANUFACTURING (N2831)
,-2231627403700214232,Hanford Residence
,5307392744088280820,HARTLINE CONSTRUCTION
N5569,-1319144844569187465,"Haworth, Inc. - Big Rapids Components-steel & wood (N5569)"
,7000236909604666121,Henry Schabach
N5787,-9083980822158966134,HERSEY GRAVEL (N5787)
,-2084087273363266548,Holiday Terrace Mobile Home Park
,6230975503731629906,Ironman Seamless Gutters and Downspouts
,-2698737327400569083,JR Aggregates
,2505106295755258637,"Kooiker, Mel"
N2733,-926401424561095831,Lake City Redi-Mix (N2733)
,-1057384602038205471,"Lattimore's Mobile Home Sales & Service, Inc."
,5429146172030300429,Lor Products
P1572,-7821823142386614598,Lume Cannabis Company (P1572)
P0444,1797368851259967872,MDEQ/RRD REMEDIATION SITE (P0444)
,6252313192816762998,MECOSTA COUNTY BUILDING
,-3126612106653570643,"MICHIGAN POTASH OPERATING, LLC"
P0655,-8923154828704074897,"Michigan Potash Operating, LLC. (P0655)"
N7095,-7461497034311140855,Mid Michigan Gas Storage Co (N7095)
N5580,-7438701716490802810,Mid Michigan Gas Storage Co. - Orient Compressor (N5580)
N6243,-6643432004270270631,Mid-Michigan Gas Storage Company - Coldwater DEHY Plant (N6243)
N2392,-5318713939437945302,"Mid-State Industrial, Inc. (N2392)"
,334091564817715539,Morgan Composting Incorporated - Main Facility
N6201,-5264895640960500206,NABCO INC (N6201)
B2981,4082706998315341953,Original Footwear (B2981)
,-8846786268038493714,ORTON'S IGA FOODLINER COMPANY
,1548711683657087422,Park Sawmill
P0784,4939390287199527915,PETE'S CLEANERS (P0784)
,-3023777716566883916,Residence
,-8479877834644594281,Residence
,-6342240753161953929,Residence
,7718931429337055650,RIDDERMAN OIL
N1384,-6323235442814793797,"RIETH-RILEY CONSTRUCTION CO., INC. (N1384)"
,-4437271513155855698,Sackett Potatoes
N7487,1883364405831380080,SAVOY ENERGY LP (N7487)
N3060,-34712693686740892,SIMONDS INTERNATIONAL (N3060)
M2738,-6142720497053671503,Spectrum Health Big Rapids Hospital (M2738)
,-1901240915073601266,Stebbins Stop
,-4204379703802850650,Tanglewood Residential Structure
,389849137552100291,TEAM ELMER'S
,6700224789488909778,The Wildlife Gallery
,-6480341929929243584,Tom and Debbie Keener
P1023,8173321520165709518,Trelan Manufacturing (P1023)
,7538078338033360962,UNKNOWN
A5764,-7520535759765902213,"Ventra Evart, LLC (A5764)"
N5760,6767635824132068702,Wolverine Power Supply - Hersey (N5760)
,8262125286188783034,Wood by Deline's Rustic Log Furniture
,-6997379679690657167,Mt Pleasant WRRF
N6702,-5991353366992749724,Hubscher & Son Inc. - Asphalt Products System (N6702)
,-3256642347402959693,SARGENT CONTRACTING COMPANY
,-3051565020319710793,Coyne Oil Corp.
N6706,-55881843696648097,"Hubscher & Son, Inc. - HP200 (N6706)"
N5585,399714683092226740,Fisher Construction Aggregates (N5585)
N5974,934326122279622757,Fisher Construction Aggregates (N5974)
P1594,1571304054867636788,Mt. Pleasant WRRF (P1594)
N6705,2194198999268053477,Hubscher & Son Inc. - Cedarapids 443 (N6705)
,2554569753234321220,Wilson Steel Fab & Machine
N5976,2824907326176040785,Fisher Construction Aggregates (N5976)
B1620,2950893220821852532,Central Asphalt Inc. (B1620)
,3110458023828501372,Commercial Building
N6624,3704386975491604303,"TPI Petroleum, Inc. Roosevelt Site (N6624)"
,3912178990215831600,MCCLURE OIL COMPANY
,4484148800696005513,Isabella County Landfill
,4567786970442241539,"FARM BUREAU SERVICES, INC"
,5272882247699029672,"MOUNT PLEASANT, CITY OF"
P1430,6620086774524983280,"Stash Ventures, LLC (P1430)"
N6704,7445932331237177097,Hubscher & Son Inc. - Pioneer Portable (N6704)
,-8516255461622828333,Isabella County General
K2465,-8449798367751514345,CENTRAL MICHIGAN COMMUNITY HOSPITAL (K2465)
,-8273508888907750171,DOREMIRE CONSTRUCTION COMPANY
,-6183330877985758576,WENTWORTH IGA
N2165,-6087117786913694720,American Mitsuba Corporation (N2165)
,-5220424860131286593,KROGER COMPANY
,-2257939218240275324,GIANT SUPERMARKETS
N7003,-2251900528794786120,Michigan Department of Transpsortation  pti 258-01 (N7003)
,-2129755854188456477,"PROVINCIAL HOUSE, INC"
,659256797321035313,CENTRAL MICHIGAN UNIVERSITY
K2460,1328361331029551051,Central Michigan University (K2460)
,-7573521015257046238,Summit Petroleum
N0611,-2552091197383897681,T B WOODS INC (N0611)
,-1533644942167421978,Adam's Auto Repair
,-156403128642310491,Summit Petroleum - Gepford well
N1532,1415436543151941332,OLSON TIRE (N1532)
,2082337504244657665,ML Transit Lease
B2499,3714265752415209700,DELFIELD CO (B2499)
N2344,4357323247023286405,ITW Foils (N2344)
,4829328991137477601,"HERITAGE CHRYSLER- PLYMOUTH, INC"
,8600337745448609222,Central Michigan Tank Rental
,-5727871609619661133,GIANT SUPERMARKETS
,-3671188275594909269,Residence
,-3475542778849301071,Mobile Home Park
,-3269699731749868455,CITIZENS BANK & TRUST COMPANY
,-1134491785595656631,UNKNOWN
P0683,-612059212136734530,Marathon Oil Company (P0683)
,5707740860081643342,Clare County General
,-3390105214867316414,HALLIBURTON SERVICES
P1408,-46998967602178400,BANDIT INDUSTRIES (P1408)
,235470724460531238,Bigard & Huggard
N2953,242429590195163580,INDRIL INC (N2953)
N6817,4224871614577460255,Luke's Sandblasting & Painting (N6817)
,4331913272773756646,CENTRAL COATING & ASSEMBLY
M3785,-5880262087321378506,Central Concrete - Clare Plant (M3785)
,-2311465614144031943,HP Tanks & Logistics
N7816,1858430627940774505,"Burn Rite Pellet, Inc. (N7816)"
,3988493438524557295,HP Tanks & Logistics
,5477485164357811776,Northern Mat
,-8714222307841712729,ROSEBUSH ELEVATOR COMPANY
,-8102745990072867736,UNKNOWN
N8189,2391861835356359725,HILDEN OIL CO - HOUSE CRUDE OIL PRODUCTION FAC (N8189)
N8190,5043493836903411427,HILDEN OIL CO - HAMILTON GAS PLANT (N8190)
,5984190757248424253,SUMMIT PETROLEUM CORPORATION
P1333,-8937671174058858553,LEAR CORPORATION FARWELL WAREHOUSE (P1333)
,-5093088247434232831,"Woodsman, LLC"
N8002,-441669363372897298,"Next Door Operations, LLC (N8002)"
N6807,767252877767387997,Imiperial Oil Co (N6807)
B7294,5359046064152718977,"Lear Corporation, Farwell Plant (B7294)"
P1284,-430458612459938817,WDS SAND (P1284)
,6641326140064929767,Star of the West Milling Co. - Shepherd Elevator
,7153009843571325392,Alexander's Mobile Village
P1311,7710447008284144066,Great Lakes Crushing (P1311)
N1356,-7197124305116010302,"Huhtamaki, Inc. (N1356)"
,-6845230366094970120,"ITTNER BEAN & GRAIN, INC"
B4979,5679373410395040982,ITTNER BEAN & GRAIN INC (B4979)
N1925,6536124003147029426,"Homestead Tool, Inc.  (N1925)"
,-8973366123056425488,Bills Custom Fab Inc
N6803,-5996985670340317688,MAC LTT (N6803)
N7080,-1628094075893875026,Cincap Chippewa LLC (N7080)
P1150,7015359886023571769,"Daisy Hill, Inc. (P1150)"
N0539,1790842637069815551,Summit Petroleum Corporation - Rosebush Gas Plant (N0539)
,3395420811870493391,CENTRAL INSTRUMENT
,4499842837618459273,MICHIGAN INDEPENDENT POWER PROD
,8502018583310369844,SUMMIT PETROLEUM CORPORATION
P0751,-1659354882279362244,Surrey Veterinary Clinic LLC (P0751)
N6010,6187249378934458416,Northern Oaks Recycling and Disposal Facility (N6010)
M2708,8011951943864963362,WELDON'S TRANSIT MIX INC (M2708)
N2653,-6360582528823286015,Maple Rapids Lumber Mill / KD Division (N2653)
,-926926120224948348,Harsh General Builders
,6540942243262474794,"CM Rubber Technologies, Inc"
P1291,-958399041658594318,BANDIT INDUSTRIES INC (P1291)
N1701,-350471324057807819,"Morbark, LLC (N1701)"
,7726469624619974555,DENNIS GERVIN ENVIRONMENTAL CONTRACTOR
,-2459501242265676141,Kember Sawmill
P1645,2736764824572108705,Kember Sawmill (P1645)
,6258318114610708381,LYLE INDUSTRIES
N6703,-5667662810992263000,Hubscher & Son Inc. - Deerfield Plant (N6703)
N6592,3850751257721578773,Michigan Sand Company (N6592)
N3917,7731143543564624604,ISABELLA COUNTY LANDFILL (N3917)
,3922062786226158429,Unknown
,7062668671472422248,AmeriHemp Inc
,1262481228048888757,Unified Brands
P0215,9154217502957948338,Isabella Pellet (P0215)
N7430,6575146581844123709,STEPHEN SIEGERT (N7430)
P1342,8809329069866823841,"Robbin Harsh Excavating, Inc. (P1342)"
,-2959499409059368320,Cliff's Collision
P0156,7419460856021387745,Fisher Construction Aggregates (P0156)
,5312303712337713733,A & A Sawmill
,-6801799114721307236,ADVANCED ENVIRON CONCEPTS
N5586,774751058828649443,ANR Pipeline Company Lincoln Compressor Station (N5586)
N5223,2429001220804458607,Bandit Industries (N5223)
,-5081681476920455842,"BROWN MILLING, INC"
,2215286107214368141,Cow Pleasant
P1111,320077537144859809,Fair Salvage Company (P1111)
N5975,-9213222002999965228,FISHER SAND AND GRAVEL CO INC (N5975)
N5581,4215387884479244605,Great Lakes Gas - Farwell Compressor Station 12 (N5581)
,-7243300408339006773,Isabella County Open Burning
,793925973070583260,Isabella RNG
P0223,1721334553808956851,MAEDER BROTHERS (P0223)
,2455874255571750719,Prime Time Reconditioning
P0161,4380421084795929253,"Schunks Rock Farm, LLC (P0161)"
,-2276744268390407427,SUMMIT PETROLEUM CORPORATION
N0485,-8446064254437398229,Team Elmer's - Beaverton (N0485)
A4027,-8584044367669125118,"McKay Press, Inc. (A4027)"
P0698,-8166864643400026332,Cintas Corporation (P0698)
,-7915662807543581474,GIANT SUPERMARKETS
,-7211640545182780579,"MAGNUM CONSTRUCTION COMPANY, INC"
,-6739465609167469627,Midland County Open Burning
,-6327391974397222958,CHAMPION INTERNATIONAL CORPORATION
,-1708364845067496327,WENTWORTH IGA
,-1200853733484388379,"CRYSTAL VISION PLASTICS, INC"
,-1082863011897899155,UNKNOWN
,-491896769999976186,"VESCIO'S SUPERMARKET, INC"
,-284553952244850691,"DDP SPECIALTY ELECTRONIC MATERIALS US, INC"
,710972165174074000,Building
P1592,1089354018193535232,"EKC Advanced Electronics USA 3, LLC (P1592)"
,1371195482104534344,Midland County General
N2594,1862810551082140100,VANTEK CORP (N2594)
B8198,3752929579614653146,Foster Blue Water Oil  (B8198)
B2465,3848592204077113953,Fisher Sand and Gravel Co. (B2465)
N6004,5532392600927108267,City of Midland Utilities Division (N6004)
,6031707430897058117,Commerical Property
,-3891371953266091023,BIERLEIN DEMOLITION CONTRACTORS
N6251,-2680375171576232936,Cabot Corporation (N6251)
N2350,-2479542532461510378,Midland Waste Water Treatment Plant (N2350)
B6641,-2429319622337530885,ALLIED CONCRETE PRODUCTS INC (B6641)
P0072,-1143733276132761044,Midland Utilities Division  (P0072)
P0269,-963368220512641180,"Bierlein Companies, Inc. (P0269)"
N1951,-681865523196633807,CPI ENGINEERING SERVICES INC (N1951)
N6801,-156691453889171053,EnviroTech Coatings LLC (N6801)
A4043,499337821286482979,Dow Silicones Corporation (A4043)
B2510,538875861016796757,Case Systems Inc. (B2510)
P1027,2162898501301573765,"DDP Specialty Electronic Materials US, LLC (P1027)"
P0555,2680638848535156070,"Falcon Road Maintenance Equipment, LLC (P0555)"
P1487,3323662495954411926,"Air Products and Chemicals, Inc. (P1487)"
