name,doc_type,date,zip_code,county,full_address,source_id,geometry,doc_url
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2015-10-19,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20151019.pdf
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2016-01-28,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20160128.pdf
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2016-12-08,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20161208.pdf
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2017-06-27,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20170627.pdf
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2017-08-15,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20170815.pdf
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2020-02-27,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20200227.pdf
FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY,VN,2020-12-18,48134,WAYNE,"1  INTERNATIONAL DR, FLAT ROCK, MI",N0929,"[-83.2475951, 42.1032116]",https://www.egle.state.mi.us/aps/downloads/srn/N0929/N0929_VN_20201218.pdf
HURON VALLEY OIL CO.,RVN,2019-10-15,48134,WAYNE,"26564 HURON RIVER ROAD, FLAT ROCK, MI",B8224,"[-83.2940931, 42.1000982]",https://www.egle.state.mi.us/aps/downloads/srn/B8224/B8224_RVN_20191015.pdf
"INTERNATIONAL BULK SERVICE, INC.",FCE,2021-07-30,48134,WAYNE,"24002 VREELAND ROAD, FLAT ROCK, MI",P1070,"[-83.2661971, 42.1103058]",https://www.egle.state.mi.us/aps/downloads/srn/P1070/P1070_FCE_20210730.pdf
"INTERNATIONAL BULK SERVICE, INC.",SAR,2021-06-23,48134,WAYNE,"24002 VREELAND ROAD, FLAT ROCK, MI",P1070,"[-83.2661971, 42.1103058]",https://www.egle.state.mi.us/aps/downloads/srn/P1070/P1070_SAR_20210623.pdf
KINDER MORGAN UTOPIA LLC,FCE,2019-06-14,48134,MONROE,"3340 WILL CARLTON DRIVE, FLAT ROCK, MI",N5915,"[-83.2918744, 42.0964314]",https://www.egle.state.mi.us/aps/downloads/srn/N5915/N5915_FCE_20190614.pdf
KINDER MORGAN UTOPIA LLC,SAR,2015-04-09,48134,MONROE,"3340 WILL CARLTON DRIVE, FLAT ROCK, MI",N5915,"[-83.2918744, 42.0964314]",https://www.egle.state.mi.us/aps/downloads/srn/N5915/N5915_SAR_20150409.pdf
KINDER MORGAN UTOPIA LLC,SAR,2019-06-11,48134,MONROE,"3340 WILL CARLTON DRIVE, FLAT ROCK, MI",N5915,"[-83.2918744, 42.0964314]",https://www.egle.state.mi.us/aps/downloads/srn/N5915/N5915_SAR_20190611.pdf
ENDURA PLATING TECHNOLOGY,SAR,2019-08-28,48134,MACOMB,"42268 YEAREGO DR, STERLING HTS, MI",P0097,"[-83.03383, 42.6037897]",https://www.egle.state.mi.us/aps/downloads/srn/P0097/P0097_SAR_20190828.pdf
GORDON CHEVROLET,SAR,2018-07-18,48135,WAYNE,"31850 FORD ROAD, GARDEN CITY, MI",B4572,"[-83.3539765, 42.3257083]",https://www.egle.state.mi.us/aps/downloads/srn/B4572/B4572_SAR_20180718.pdf
GORDON CHEVROLET,SAR,2019-07-19,48135,WAYNE,"31850 FORD ROAD, GARDEN CITY, MI",B4572,"[-83.3539765, 42.3257083]",https://www.egle.state.mi.us/aps/downloads/srn/B4572/B4572_SAR_20190719.pdf
FLEXIBLE METALS INC. (FORMERLY METALDYNE),SAR,2014-01-22,48139,LIVINGSTON,"7495 E M-36, HAMBURG, MI",B8844,"[-83.79790349999999, 42.4547593]",https://www.egle.state.mi.us/aps/downloads/srn/B8844/B8844_SAR_20140122.pdf
ABTREX INDUSTRIES INC.,SAR,2014-05-30,48141,WAYNE,"28530 REYNOLDS, INKSTER, MI",U82145637,"[-83.3203161, 42.2902633]",https://www.egle.state.mi.us/aps/downloads/srn/U82145637/U82145637_SAR_20140530.pdf
WOLVERINE GASKET DIVISION,SAR,2020-04-17,48141,WAYNE,"2638 PRINCESS STREET, INKSTER, MI",B3234,"[-83.30272029999999, 42.29359580000001]",https://www.egle.state.mi.us/aps/downloads/srn/B3234/B3234_SAR_20200417.pdf
ROSELAWN MEMORIAL PARK,SAR,2018-03-21,48145,MONROE,"13200 S DIXIE HWY, LASALLE, MI",N7214,"[-83.4561044, 41.8603488]",https://www.egle.state.mi.us/aps/downloads/srn/N7214/N7214_SAR_20180321.pdf
BASF CORPORATION,SAR,2018-03-29,48146,WAYNE,"1512 JOHN A PAPALAS DR, LINCOLN PARK, MI",M4535,"[-83.18351229999999, 42.2562075]",https://www.egle.state.mi.us/aps/downloads/srn/M4535/M4535_SAR_20180329.pdf
BASF CORPORATION,SAR,2020-03-09,48146,WAYNE,"1512 JOHN A PAPALAS DR, LINCOLN PARK, MI",M4535,"[-83.18351229999999, 42.2562075]",https://www.egle.state.mi.us/aps/downloads/srn/M4535/M4535_SAR_20200309.pdf
A & R PACKING CO. INC.,RVN,2019-07-23,48150,WAYNE,"34157 AUTRY, LIVONIA, MI",P0576,"[-83.3820753, 42.3799591]",https://www.egle.state.mi.us/aps/downloads/srn/P0576/P0576_RVN_20190723.pdf
A & R PACKING CO. INC.,SAR,2015-04-02,48150,WAYNE,"34157 AUTRY, LIVONIA, MI",P0576,"[-83.3820753, 42.3799591]",https://www.egle.state.mi.us/aps/downloads/srn/P0576/P0576_SAR_20150402.pdf
A & R PACKING CO. INC.,SAR,2018-07-13,48150,WAYNE,"34157 AUTRY, LIVONIA, MI",P0576,"[-83.3820753, 42.3799591]",https://www.egle.state.mi.us/aps/downloads/srn/P0576/P0576_SAR_20180713.pdf
A & R PACKING CO. INC.,SAR,2019-04-12,48150,WAYNE,"34157 AUTRY, LIVONIA, MI",P0576,"[-83.3820753, 42.3799591]",https://www.egle.state.mi.us/aps/downloads/srn/P0576/P0576_SAR_20190412.pdf
A & R PACKING CO. INC.,VN,2019-07-16,48150,WAYNE,"34157 AUTRY, LIVONIA, MI",P0576,"[-83.3820753, 42.3799591]",https://www.egle.state.mi.us/aps/downloads/srn/P0576/P0576_VN_20190716.pdf
"ADVANCED TECHNOLOGY & TESTING, ATW",SAR,2015-09-24,48150,WAYNE,"12841 STARK RD, LIVONIA, MI",N3809,"[-83.3807753, 42.37802569999999]",https://www.egle.state.mi.us/aps/downloads/srn/N3809/N3809_SAR_20150924.pdf
ADVANCED TECHNOLOGY SERVICES,RVN,2019-08-23,48150,WAYNE,"12400 BELDEN CT., LIVONIA, MI",N7257,"[-83.3887876, 42.37481469999999]",https://www.egle.state.mi.us/aps/downloads/srn/N7257/N7257_RVN_20190823.pdf
ADVANCED TECHNOLOGY SERVICES,SAR,2019-07-02,48150,WAYNE,"12400 BELDEN CT., LIVONIA, MI",N7257,"[-83.3887876, 42.37481469999999]",https://www.egle.state.mi.us/aps/downloads/srn/N7257/N7257_SAR_20190702.pdf
ADVANCED TECHNOLOGY SERVICES,SAR,2019-10-15,48150,WAYNE,"12400 BELDEN CT., LIVONIA, MI",N7257,"[-83.3887876, 42.37481469999999]",https://www.egle.state.mi.us/aps/downloads/srn/N7257/N7257_SAR_20191015.pdf
ADVANCED TECHNOLOGY SERVICES,VN,2019-08-02,48150,WAYNE,"12400 BELDEN CT., LIVONIA, MI",N7257,"[-83.3887876, 42.37481469999999]",https://www.egle.state.mi.us/aps/downloads/srn/N7257/N7257_VN_20190802.pdf
AIR TECHNOLOGIES,SAR,2019-07-31,48150,WAYNE,"11771 BELDEN COURT, LIVONIA, MI",P1057,"[-83.38974739999999, 42.3703923]",https://www.egle.state.mi.us/aps/downloads/srn/P1057/P1057_SAR_20190731.pdf
"APPLIED PROCESS, INC",SAR,2015-01-29,48150,WAYNE,"12238 NEWBURGH RD, LIVONIA, MI",M4313,"[-83.4110668, 42.3737254]",https://www.egle.state.mi.us/aps/downloads/srn/M4313/M4313_SAR_20150129.pdf
"AWREY BAKERIES, INC.",FCE,2018-06-15,48150,WAYNE,"12301 FARMINGTON RD, LIVONIA, MI",B4569,"[-83.3739305, 42.37472169999999]",https://www.egle.state.mi.us/aps/downloads/srn/B4569/B4569_FCE_20180615.pdf
"AWREY BAKERIES, INC.",FCE,2019-05-09,48150,WAYNE,"12301 FARMINGTON RD, LIVONIA, MI",B4569,"[-83.3739305, 42.37472169999999]",https://www.egle.state.mi.us/aps/downloads/srn/B4569/B4569_FCE_20190509.pdf
"AWREY BAKERIES, INC.",SAR,2018-06-14,48150,WAYNE,"12301 FARMINGTON RD, LIVONIA, MI",B4569,"[-83.3739305, 42.37472169999999]",https://www.egle.state.mi.us/aps/downloads/srn/B4569/B4569_SAR_20180614.pdf
"AWREY BAKERIES, INC.",SAR,2019-05-09,48150,WAYNE,"12301 FARMINGTON RD, LIVONIA, MI",B4569,"[-83.3739305, 42.37472169999999]",https://www.egle.state.mi.us/aps/downloads/srn/B4569/B4569_SAR_20190509.pdf
"AWREY BAKERIES, INC.",VN,2018-10-12,48150,WAYNE,"12301 FARMINGTON RD, LIVONIA, MI",B4569,"[-83.3739305, 42.37472169999999]",https://www.egle.state.mi.us/aps/downloads/srn/B4569/B4569_VN_20181012.pdf
BASF CORP,FCE,2015-07-21,48150,WAYNE,"13000 LEVAN ROAD, LIVONIA, MI",N1060,"[-83.40080440000001, 42.3779567]",https://www.egle.state.mi.us/aps/downloads/srn/N1060/N1060_FCE_20150721.pdf
BASF CORP,FCE,2019-05-25,48150,WAYNE,"13000 LEVAN ROAD, LIVONIA, MI",N1060,"[-83.40080440000001, 42.3779567]",https://www.egle.state.mi.us/aps/downloads/srn/N1060/N1060_FCE_20190525.pdf
BASF CORP,SAR,2015-07-21,48150,WAYNE,"13000 LEVAN ROAD, LIVONIA, MI",N1060,"[-83.40080440000001, 42.3779567]",https://www.egle.state.mi.us/aps/downloads/srn/N1060/N1060_SAR_20150721.pdf
BASF CORP,SAR,2019-05-22,48150,WAYNE,"13000 LEVAN ROAD, LIVONIA, MI",N1060,"[-83.40080440000001, 42.3779567]",https://www.egle.state.mi.us/aps/downloads/srn/N1060/N1060_SAR_20190522.pdf
BASF CORP,TEST,2019-06-27,48150,WAYNE,"13000 LEVAN ROAD, LIVONIA, MI",N1060,"[-83.40080440000001, 42.3779567]",https://www.egle.state.mi.us/aps/downloads/srn/N1060/N1060_TEST_20190627.pdf
BEARING HEADQUARTERS CO,SAR,2019-08-29,48150,WAYNE,"11800 BELDEN COURT, LIVONIA, MI",P1078,"[-83.3888711, 42.3707628]",https://www.egle.state.mi.us/aps/downloads/srn/P1078/P1078_SAR_20190829.pdf
BRODIE CORPORATION AUCTIONEERS,SAR,2019-07-02,48150,WAYNE,"11895 BELDEN COURT, LIVONIA, MI",P1046,"[-83.38962699999999, 42.3730171]",https://www.egle.state.mi.us/aps/downloads/srn/P1046/P1046_SAR_20190702.pdf
CARBOLINE COMPANY,SAR,2016-11-09,48150,WAYNE,"32820 CAPITOL, LIVONIA, MI",P0537,"[-83.36587449999999, 42.3734518]",https://www.egle.state.mi.us/aps/downloads/srn/P0537/P0537_SAR_20161109.pdf
"CHRISTMAN CONSTRUCTION, INC.",SAR,2019-07-02,48150,WAYNE,"11897 BELDEN COURT, LIVONIA, MI",P1045,"[-83.3896791, 42.3730688]",https://www.egle.state.mi.us/aps/downloads/srn/P1045/P1045_SAR_20190702.pdf
CLASSIC CLEANERS,DCVN,2017-10-19,48150,WAYNE,"11990 MAYFIELD, LIVONIA, MI",EN8200415,"[-83.3665491, 42.3726797]",https://www.egle.state.mi.us/aps/downloads/srn/EN8200415/EN8200415_DCVN_20171019.pdf
CLASSIC SOFT TRIM,SAR,2019-07-02,48150,WAYNE,"11891 BELDEN COURT, LIVONIA, MI",P1047,"[-83.3897408, 42.37285869999999]",https://www.egle.state.mi.us/aps/downloads/srn/P1047/P1047_SAR_20190702.pdf
CORPORATE UPHOLSTERY INC.,SAR,2015-03-24,48150,WAYNE,"12202 NEWBURGH ROAD, LIVONIA, MI",M4126,"[-83.4110668, 42.3737254]",https://www.egle.state.mi.us/aps/downloads/srn/M4126/M4126_SAR_20150324.pdf
CROWN GROUP THE LIVONIA,SAR,2015-08-08,48150,WAYNE,"31774  ENTERPRISE DR, LIVONIA, MI",N0745,"[-83.35545019999999, 42.3729794]",https://www.egle.state.mi.us/aps/downloads/srn/N0745/N0745_SAR_20150808.pdf
CROWN GROUP THE LIVONIA,SAR,2019-12-12,48150,WAYNE,"31774  ENTERPRISE DR, LIVONIA, MI",N0745,"[-83.35545019999999, 42.3729794]",https://www.egle.state.mi.us/aps/downloads/srn/N0745/N0745_SAR_20191212.pdf
DIVERSE RETAINING SOLUTIONS,SAR,2014-12-05,48150,WAYNE,"31500 PAMCO COURT, LIVONIA, MI",N7957,"[-83.3549785, 42.3793639]",https://www.egle.state.mi.us/aps/downloads/srn/N7957/N7957_SAR_20141205.pdf
DIVERSE RETAINING SOLUTIONS,SAR,2018-07-31,48150,WAYNE,"31500 PAMCO COURT, LIVONIA, MI",N7957,"[-83.3549785, 42.3793639]",https://www.egle.state.mi.us/aps/downloads/srn/N7957/N7957_SAR_20180731.pdf
EVER KOLD REFRIGERATION,SAR,2019-07-31,48150,WAYNE,"11877 BELDEN COURT, LIVONIA, MI",P1063,"[-83.3897265, 42.3720942]",https://www.egle.state.mi.us/aps/downloads/srn/P1063/P1063_SAR_20190731.pdf
EWI WORLDWIDE,SAR,2016-02-04,48150,WAYNE,"13211 MERRIMAN, LIVONIA, MI",N1010,"[-83.355396, 42.3783933]",https://www.egle.state.mi.us/aps/downloads/srn/N1010/N1010_SAR_20160204.pdf
FELDMAN CHEVROLET,SAR,2016-03-01,48150,WAYNE,"32570 PLYMOUTH, LIVONIA, MI",B4617,"[-83.3653862, 42.3688862]",https://www.egle.state.mi.us/aps/downloads/srn/B4617/B4617_SAR_20160301.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,FCE,2016-05-12,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_FCE_20160512.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,FCE,2017-10-25,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_FCE_20171025.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,FCE,2020-03-09,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_FCE_20200309.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,SAR,2016-05-12,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_SAR_20160512.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,SAR,2017-10-25,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_SAR_20171025.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,SAR,2020-03-09,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_SAR_20200309.pdf
FORD MOTOR CO AUTO TRANSMISSION NEW PRODUCT CENTER,TEST,2017-05-31,48150,WAYNE,"35500  PLYMOUTH RD, LIVONIA, MI",M4734,"[-83.3911244, 42.3712755]",https://www.egle.state.mi.us/aps/downloads/srn/M4734/M4734_TEST_20170531.pdf
FORD MOTOR CO/ LIVONIA TRANSMISSION,FCE,2016-05-12,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI",A8645,"[-83.3983011, 42.37153620000001]",https://www.egle.state.mi.us/aps/downloads/srn/A8645/A8645_FCE_20160512.pdf
FORD MOTOR CO/ LIVONIA TRANSMISSION,FCE,2017-10-25,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI",A8645,"[-83.3983011, 42.37153620000001]",https://www.egle.state.mi.us/aps/downloads/srn/A8645/A8645_FCE_20171025.pdf
FORD MOTOR CO/ LIVONIA TRANSMISSION,FCE,2020-03-09,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI",A8645,"[-83.3983011, 42.37153620000001]",https://www.egle.state.mi.us/aps/downloads/srn/A8645/A8645_FCE_20200309.pdf
FORD MOTOR CO/ LIVONIA TRANSMISSION,SAR,2016-05-12,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI",A8645,"[-83.3983011, 42.37153620000001]",https://www.egle.state.mi.us/aps/downloads/srn/A8645/A8645_SAR_20160512.pdf
FORD MOTOR CO/ LIVONIA TRANSMISSION,SAR,2017-10-25,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI",A8645,"[-83.3983011, 42.37153620000001]",https://www.egle.state.mi.us/aps/downloads/srn/A8645/A8645_SAR_20171025.pdf
FORD MOTOR CO/ LIVONIA TRANSMISSION,SAR,2020-03-09,48150,WAYNE,"36200  PLYMOUTH RD, LIVONIA, MI",A8645,"[-83.3983011, 42.37153620000001]",https://www.egle.state.mi.us/aps/downloads/srn/A8645/A8645_SAR_20200309.pdf
GLR ADVANCED RECYCLING,SAR,2019-08-28,48150,WAYNE,"12600 STARK, LIVONIA, MI",P0958,"[-83.3784381, 42.3760538]",https://www.egle.state.mi.us/aps/downloads/srn/P0958/P0958_SAR_20190828.pdf
GMC PHOTOGRAPHIC,SAR,2015-06-25,48150,WAYNE,"31752 ENTERPRISE DRIVE, LIVONIA, MI",P0571,"[-83.3548793, 42.3697817]",https://www.egle.state.mi.us/aps/downloads/srn/P0571/P0571_SAR_20150625.pdf
INNOVATIVE LEATHER TECHNOLOGIES LLC,SAR,2017-08-15,48150,WAYNE,"35521 INDUSTRIAL ROAD, LIVONIA, MI",N7099,"[-83.39354449999999, 42.378074]",https://www.egle.state.mi.us/aps/downloads/srn/N7099/N7099_SAR_20170815.pdf
J BAUTOTECH LLC,SAR,2015-07-17,48150,WAYNE,"34039 SCHOOLCRAFT RD, LIVONIA, MI",B5826,"[-83.3801075, 42.3816606]",https://www.egle.state.mi.us/aps/downloads/srn/B5826/B5826_SAR_20150717.pdf
JTL AMERICA,SAR,2019-07-31,48150,WAYNE,"12250 BELDEN COURT, LIVONIA, MI",P1053,"[-83.3889128, 42.3730232]",https://www.egle.state.mi.us/aps/downloads/srn/P1053/P1053_SAR_20190731.pdf
KONE,SAR,2019-07-31,48150,WAYNE,"11864 BELDEN COURT, LIVONIA, MI",P1061,"[-83.3888711, 42.371222]",https://www.egle.state.mi.us/aps/downloads/srn/P1061/P1061_SAR_20190731.pdf
KOPACZ INDUSTRIAL PAINTING CO,FCE,2018-07-25,48150,WAYNE,"12225  MERRIMAN RD, LIVONIA, MI",A8953,"[-83.3532876, 42.3738129]",https://www.egle.state.mi.us/aps/downloads/srn/A8953/A8953_FCE_20180725.pdf
KOPACZ INDUSTRIAL PAINTING CO,SAR,2014-05-22,48150,WAYNE,"12225  MERRIMAN RD, LIVONIA, MI",A8953,"[-83.3532876, 42.3738129]",https://www.egle.state.mi.us/aps/downloads/srn/A8953/A8953_SAR_20140522.pdf
KOPACZ INDUSTRIAL PAINTING CO,SAR,2018-07-23,48150,WAYNE,"12225  MERRIMAN RD, LIVONIA, MI",A8953,"[-83.3532876, 42.3738129]",https://www.egle.state.mi.us/aps/downloads/srn/A8953/A8953_SAR_20180723.pdf
MACDERMOTT ROOFING INC.,SAR,2019-07-31,48150,WAYNE,"11770 BELDEN COURT, LIVONIA, MI",P1064,"[-83.38882939999999, 42.3703394]",https://www.egle.state.mi.us/aps/downloads/srn/P1064/P1064_SAR_20190731.pdf
MARTIN MIDWEST GROUP,SAR,2019-07-31,48150,WAYNE,"11889 BELDEN COURT, LIVONIA, MI",P1051,"[-83.3896183, 42.372644]",https://www.egle.state.mi.us/aps/downloads/srn/P1051/P1051_SAR_20190731.pdf
MASTRONARDI PRODUCE USA,SAR,2020-06-05,48150,WAYNE,"28700 PLYMOUTH ROAD, LIVONIA, MI",P1127,"[-83.3211516, 42.3753304]",https://www.egle.state.mi.us/aps/downloads/srn/P1127/P1127_SAR_20200605.pdf
MCGEAN INC,TEST,2019-10-22,48150,WAYNE,"38521 SCHOOLCRAFT ROAD, LIVONIA, MI",B3316,"[-83.4228291, 42.3804478]",https://www.egle.state.mi.us/aps/downloads/srn/B3316/B3316_TEST_20191022.pdf
"MEEK-BECK & ASSOCIATES, INC.",SAR,2019-07-31,48150,WAYNE,"11875 BELDEN COURT, LIVONIA, MI",P1058,"[-83.3895745, 42.3720437]",https://www.egle.state.mi.us/aps/downloads/srn/P1058/P1058_SAR_20190731.pdf
MICHIGAN ELEVATOR,SAR,2019-07-02,48150,WAYNE,"12499 BELDEN COURT, LIVONIA, MI",P1042,"[-83.3897832, 42.3740067]",https://www.egle.state.mi.us/aps/downloads/srn/P1042/P1042_SAR_20190702.pdf
MOBILITY WORKS,SAR,2019-07-02,48150,WAYNE,"12350 BELDEN COURT, LIVONIA, MI",P1040,"[-83.3888711, 42.3741306]",https://www.egle.state.mi.us/aps/downloads/srn/P1040/P1040_SAR_20190702.pdf
NAGLE PAVING C0MPANY,FCE,2017-08-31,48150,WAYNE,"36520 AMRHEIN, LIVONIA, MI",A4697,"[-83.4027385, 42.3748911]",https://www.egle.state.mi.us/aps/downloads/srn/A4697/A4697_FCE_20170831.pdf
NAGLE PAVING C0MPANY,FCE,2018-07-20,48150,WAYNE,"36520 AMRHEIN, LIVONIA, MI",A4697,"[-83.4027385, 42.3748911]",https://www.egle.state.mi.us/aps/downloads/srn/A4697/A4697_FCE_20180720.pdf
NAGLE PAVING C0MPANY,FCE,2019-06-28,48150,WAYNE,"36520 AMRHEIN, LIVONIA, MI",A4697,"[-83.4027385, 42.3748911]",https://www.egle.state.mi.us/aps/downloads/srn/A4697/A4697_FCE_20190628.pdf
NAGLE PAVING C0MPANY,SAR,2017-08-14,48150,WAYNE,"36520 AMRHEIN, LIVONIA, MI",A4697,"[-83.4027385, 42.3748911]",https://www.egle.state.mi.us/aps/downloads/srn/A4697/A4697_SAR_20170814.pdf
NAGLE PAVING C0MPANY,SAR,2018-07-18,48150,WAYNE,"36520 AMRHEIN, LIVONIA, MI",A4697,"[-83.4027385, 42.3748911]",https://www.egle.state.mi.us/aps/downloads/srn/A4697/A4697_SAR_20180718.pdf
NAGLE PAVING C0MPANY,SAR,2019-06-25,48150,WAYNE,"36520 AMRHEIN, LIVONIA, MI",A4697,"[-83.4027385, 42.3748911]",https://www.egle.state.mi.us/aps/downloads/srn/A4697/A4697_SAR_20190625.pdf
NAGLE RECYCLING CO,FCE,2018-07-20,48150,WAYNE,"13301 LEVAN RD, LIVONIA, MI",N7179,"[-83.40461499999999, 42.3783699]",https://www.egle.state.mi.us/aps/downloads/srn/N7179/N7179_FCE_20180720.pdf
NAGLE RECYCLING CO,FCE,2019-06-28,48150,WAYNE,"13301 LEVAN RD, LIVONIA, MI",N7179,"[-83.40461499999999, 42.3783699]",https://www.egle.state.mi.us/aps/downloads/srn/N7179/N7179_FCE_20190628.pdf
NAGLE RECYCLING CO,SAR,2014-06-03,48150,WAYNE,"13301 LEVAN RD, LIVONIA, MI",N7179,"[-83.40461499999999, 42.3783699]",https://www.egle.state.mi.us/aps/downloads/srn/N7179/N7179_SAR_20140603.pdf
NAGLE RECYCLING CO,SAR,2017-08-15,48150,WAYNE,"13301 LEVAN RD, LIVONIA, MI",N7179,"[-83.40461499999999, 42.3783699]",https://www.egle.state.mi.us/aps/downloads/srn/N7179/N7179_SAR_20170815.pdf
NAGLE RECYCLING CO,SAR,2018-07-18,48150,WAYNE,"13301 LEVAN RD, LIVONIA, MI",N7179,"[-83.40461499999999, 42.3783699]",https://www.egle.state.mi.us/aps/downloads/srn/N7179/N7179_SAR_20180718.pdf
NAGLE RECYCLING CO,SAR,2019-06-25,48150,WAYNE,"13301 LEVAN RD, LIVONIA, MI",N7179,"[-83.40461499999999, 42.3783699]",https://www.egle.state.mi.us/aps/downloads/srn/N7179/N7179_SAR_20190625.pdf
NATURALICIOUS,SAR,2019-07-31,48150,WAYNE,"11871 BELDEN COURT, LIVONIA, MI",M4430,"[-83.3897557, 42.37183719999999]",https://www.egle.state.mi.us/aps/downloads/srn/M4430/M4430_SAR_20190731.pdf
"NTH CONSULTANTS, LTD.",SAR,2019-07-31,48150,WAYNE,"11675 BELDEN COURT, LIVONIA, MI",P1065,"[-83.3896529, 42.36902509999999]",https://www.egle.state.mi.us/aps/downloads/srn/P1065/P1065_SAR_20190731.pdf
"NYX, INC.",SAR,2013-11-12,48150,WAYNE,"30111 SCHOOLCRAFT, LIVONIA, MI",B3313,"[-83.3404477, 42.3821934]",https://www.egle.state.mi.us/aps/downloads/srn/B3313/B3313_SAR_20131112.pdf
OLD FAITHFUL SPRINKLER SYSTEM,SAR,2019-07-31,48150,WAYNE,"11873 BELDEN COURT, LIVONIA, MI",P1059,"[-83.3896135, 42.371834]",https://www.egle.state.mi.us/aps/downloads/srn/P1059/P1059_SAR_20190731.pdf
PLASTOMER CORP,FCE,2018-05-05,48150,WAYNE,"37819 SCHOOLCRAFT RD, LIVONIA, MI",B3315,"[-83.4169749, 42.3791352]",https://www.egle.state.mi.us/aps/downloads/srn/B3315/B3315_FCE_20180505.pdf
PLASTOMER CORP,SAR,2014-03-26,48150,WAYNE,"37819 SCHOOLCRAFT RD, LIVONIA, MI",B3315,"[-83.4169749, 42.3791352]",https://www.egle.state.mi.us/aps/downloads/srn/B3315/B3315_SAR_20140326.pdf
PLASTOMER CORP,SAR,2018-05-03,48150,WAYNE,"37819 SCHOOLCRAFT RD, LIVONIA, MI",B3315,"[-83.4169749, 42.3791352]",https://www.egle.state.mi.us/aps/downloads/srn/B3315/B3315_SAR_20180503.pdf
POWER STORAGE SOLUTIONS,SAR,2019-07-02,48150,WAYNE,"12333 BELDEN COURT, LIVONIA, MI",P1043,"[-83.38987259999999, 42.3735761]",https://www.egle.state.mi.us/aps/downloads/srn/P1043/P1043_SAR_20190702.pdf
PRECISION BROADBAND INSTALLATIONS,SAR,2019-07-31,48150,WAYNE,"11850 BELDEN COURT, LIVONIA, MI",P1056,"[-83.3891079, 42.37072149999999]",https://www.egle.state.mi.us/aps/downloads/srn/P1056/P1056_SAR_20190731.pdf
